job_id,job_title,employer_name,job_city,job_state,job_country,job_is_remote,job_employment_type,job_min_salary,job_max_salary,job_salary_currency,job_salary_period,job_description,job_apply_link,job_posted_at_datetime,job_publisher,job_required_experience,job_required_skills,job_required_education,job_benefits,job_google_link,job_offer_expiration_datetime
1arys4lEE8JDb_NcAAAAAA==,Python Software Engineer,SENSIA,Leganés,Madrid,ES,False,A tiempo completo,,,,,"SENSIA is a high technology company, leader in the field of IR imaging and very intensive in R+D. Our products provide services mainly in the industrial field, creating high added value in the monitoring of processes for the reduction of the carbon footprint produced by gas emissions into the atmosphere, increased safety, and optimization of operations. SENSIA has a wide range of highly differentiated solutions that are currently marketed in more than 15 countries with the USA as the main territ...",https://es.linkedin.com/jobs/view/python-software-engineer-at-sensia-4294801302?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,,LinkedIn,,,,,https://www.google.com/search?q=jobs&gl=es&hl=es&udm=8#vhid=vt%3D20/docid%3D1arys4lEE8JDb_NcAAAAAA%3D%3D&vssid=jobs-detail-viewer,
-yAXe23pEI9kfyTxAAAAAA==,Software Engineer AWS,sg tech,Madrid,Madrid,ES,False,A tiempo completo,,,,,Descripción Necesitamos un perfil Software Engineer Tareas / Requisitos Los candidatos solo pueden estar localizados en ESPAÑA POLONIA UK y PORTUGAL en ningún otro país. Developer role working with the technical leads in the Cloud Contact Centre. Working in an Agile squad as AWS Developer taking users stories related to primarily AWS Lambda development as well as Amazon Connect and Amazon Lex. Mandatory skills IS HIGH PRIORITY TO HAVE AWS Lambda/Python SKILLS (BLOCKING) - Development and impleme...,https://www.tecnoempleo.com/software-engineer-aws-sg-tech/python-java/rf-9a421cb6b2cad3c43243?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,,Tecnoempleo,,,,,https://www.google.com/search?q=jobs&gl=es&hl=es&udm=8#vhid=vt%3D20/docid%3D-yAXe23pEI9kfyTxAAAAAA%3D%3D&vssid=jobs-detail-viewer,
ii4Z7cLgMspyNsSxAAAAAA==,Python Azure Developer (Remoto),Oxigent,,Madrid,ES,False,A tiempo completo,,,,,"Te interesaría seguir desarrollándote como Ingeniero/a de Inteligencia Artificial en una empresa líder en el sector de entretenimiento digital con especialidad en industria gambling ? Desde Oxigent Technologies seleccionamos un/a IA ENGINEER para incorporarse al equipo de desarrollo en proyectos avanzados de IA generativa , ubicado en Madrid . Tu misión será desarrollar agentes y soluciones productivas en el área de IA aplicada al producto final, integrándote en un equipo técnico especializado y...",https://es.jooble.org/rjdp/5370822339192378238?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,,Jooble,,,,,https://www.google.com/search?q=jobs&gl=es&hl=es&udm=8#vhid=vt%3D20/docid%3Dii4Z7cLgMspyNsSxAAAAAA%3D%3D&vssid=jobs-detail-viewer,
4OMgHe7K6lY2kEZHAAAAAA==,Programador/a Phyton - Análisis de datos,Imprex,Fuenlabrada,Madrid,ES,False,A tiempo completo,,,,,"Desde Imprex buscamos un Programador/a Python con sólida experiencia en análisis de datos para incorporarse a nuestro equipo de desarrollo, dentro del departamento informático. ¿Qué harías? • Desarrollar y mantener soluciones de análisis de datos usando Python • Realizar mantenimiento preventivo y correctivo de bases de datos • Crear automatizaciones para procesos repetitivos y flujos de trabajo • Gestionar proyectos de análisis de datos y desarrollo desde la concepción hasta la implementación •...",https://es.linkedin.com/jobs/view/programador-a-phyton-an%C3%A1lisis-de-datos-at-imprex-4294349167?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,,LinkedIn,,,,,https://www.google.com/search?q=jobs&gl=es&hl=es&udm=8#vhid=vt%3D20/docid%3D4OMgHe7K6lY2kEZHAAAAAA%3D%3D&vssid=jobs-detail-viewer,
SDUwabWH1jFcSzEdAAAAAA==,Programador PHP o Python,beBee,Madrid,Madrid,ES,False,A tiempo completo,,,,,"Oferta de Trabajo: Programador PHP o Python Ubicación: Miranda de Ebro, con opción de teletrabajo parcial Descripción del Puesto: Estamos en búsqueda de un programador talentoso y motivado con conocimientos en PHP o Python para unirse a nuestro equipo de beBee en Miranda de Ebro. La posición ofrece la flexibilidad de trabajar parcialmente desde casa. Responsabilidades: • Desarrollo y mantenimiento de aplicaciones web utilizando PHP o Python. • Colaborar con el equipo para diseñar, desarrollar y ...",https://es.bebee.com/job/i04kc9dfg83aqney2hruvmz1px6s7jo5?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,,BeBee,,,,,https://www.google.com/search?q=jobs&gl=es&hl=es&udm=8#vhid=vt%3D20/docid%3DSDUwabWH1jFcSzEdAAAAAA%3D%3D&vssid=jobs-detail-viewer,
xGfxaI_xHxgYCkH8AAAAAA==,CURSO ONLINE GRATUITO PROGRAMACIÓN PYTHON CON IA con discapacidad,NA,Madrid,Madrid,ES,False,A tiempo completo,,,,,"¿Te gustaría formarte en uno de los ámbitos con mayor proyección profesional? ¿Quieres desarrollar tus competencias digitales y convertirte en un/a programador/a en Python, con conocimientos en Inteligencia Artificial? Si estás buscando mejorar tus habilidades tecnológicas, en Fundación Adecco pensamos en tu #YoDelFuturo. Por eso, te invitamos a dar el primer paso hacia una carrera digital con nuestra nueva propuesta formativa. La Fundación Adecco lanza una nueva edición de la Escuela Digital, d...",https://www.adecco.es/oferta-trabajo/curso-online-gratuito-programacion-python-con-ia-con-discapacidad?ID=A5DAE6E4D076503961552D2594B173C3&utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,,Adecco,,,,,https://www.google.com/search?q=jobs&gl=es&hl=es&udm=8#vhid=vt%3D20/docid%3DxGfxaI_xHxgYCkH8AAAAAA%3D%3D&vssid=jobs-detail-viewer,
fOlfKBSOcttLFQzrAAAAAA==,Python Lead Developer,BNP Paribas,Madrid,Madrid,ES,False,A tiempo completo,,,,,GROUP BNP PARIBAS BNP Paribas Group is the top bank in the European Union and a major international banking establishment. It has close to 185000 employees in 65 countries. In Spain we are more than 5100 employees within 13 business lines. Spain IT Production Spain IT Production organization consists of CIB ITO ITG IT Platforms and is responsible for providing IT Production services to our Clients in EMEA ensuring a Digital Market evolution in a secured and performant environment and with a reli...,https://www.tecnoempleo.com/python-lead-developer-bnp-paribas/python/rf-95ed16b172df7348dd4c?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,,Tecnoempleo,,,,,https://www.google.com/search?q=jobs&gl=es&hl=es&udm=8#vhid=vt%3D20/docid%3DfOlfKBSOcttLFQzrAAAAAA%3D%3D&vssid=jobs-detail-viewer,
EbAVt_OIFY9XdiL6AAAAAA==,Desarrollador/a AWS Lambda/PYTHON,Hasten group,Madrid,Madrid,ES,False,A tiempo completo,,,,,"Localidad Madrid Nº Vacantes (puestos): 1 Funciones: Estamos seleccionando un/a Desarrollador/a Python con experiencia en AWS Lambda para un importante proyecto que se está desarrollando con uno de nuestros mas importantes clientes. Modalidad hibrida en Jaén, Granada, Córdoba, Sevilla, Barcelona, Almería, Málaga o Madrid (3-4 días presenciales a la semana en oficina). Requisitos: • Desarrollo e implementación utilizando Python en funciones AWS Lambda. • Desarrollo e implementación de soluciones ...",https://es.indeed.com/viewjob?jk=df8e89591f00ead4&utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,,Indeed España,,,,,https://www.google.com/search?q=jobs&gl=es&hl=es&udm=8#vhid=vt%3D20/docid%3DEbAVt_OIFY9XdiL6AAAAAA%3D%3D&vssid=jobs-detail-viewer,
OvverAP66A1GtY3dAAAAAA==,"Desarrollador Junior Python, Pyspark/ScalaSpark",Aubay Spain,Madrid,Madrid,ES,False,A tiempo completo,,,,,"Localidad : Madrid Provincia : Madrid Nº Vacantes (puestos) : 1 Funciones Grupo Aubay precisa incorporar en uno de sus principales clientes un/a desarrollador/a Python ¿Quiénes somos Aubay? Somos una multinacional europea creada en 1997 con presencia en España desde hace más de 20 años, cotizamos en bolsa con el índice (EURONEXT: AUB), nuestra sede central en Paris, y presencia en Francia, Luxemburgo, Reino Unido, Bélgica, Italia, México, Portugal y España. Contamos con un equipo humano de más d...",https://es.linkedin.com/jobs/view/desarrollador-junior-python-pyspark-scalaspark-at-aubay-spain-4290701956?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,,LinkedIn,,,,,https://www.google.com/search?q=jobs&gl=es&hl=es&udm=8#vhid=vt%3D20/docid%3DOvverAP66A1GtY3dAAAAAA%3D%3D&vssid=jobs-detail-viewer,
WlB4ASurw2Sz7lleAAAAAA==,Python Web Developer,SHUTTLE99,Madrid,Madrid,ES,False,A tiempo completo,,,,,"Join to apply for the Python Web Developer (Canary Islands) role at SHUTTLE99 . Get AI-powered advice on this job and more exclusive features. Are you a talented Python developer with a passion for fintech? Join our small yet dynamic company based in the breathtaking Canary Islands as we embark on exciting projects at the intersection of technology and finance. We are seeking a Junior / Mid Python Developer to be a key player in our development team. In this role, you will have the chance to wor...",https://es.trabajo.org/oferta-1698-4e91fc6ae188c8bee3a439e10d23a0e5?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,,Trabajo.org,,,,,https://www.google.com/search?q=jobs&gl=es&hl=es&udm=8#vhid=vt%3D20/docid%3DWlB4ASurw2Sz7lleAAAAAA%3D%3D&vssid=jobs-detail-viewer,
ZwOQJwqKtq8WRXWeAAAAAA==,Data developer (spark y python),Arelance,Madrid,Madrid,ES,False,A tiempo completo,,,,,"¿Cómo vas a afrontar tu desarrollo profesional? Acompañado o en solitario, con vistas al futuro o sólo en el presente, con entusiasmo o sin ilusión. En Arelance sabemos que las personas son el activo más importante dentro de una empresa, por ello invertimos tiempo y dedicación para encontrar los mejores profesionales de hoy y de mañana. No empleamos menos tiempo en escoger en nuestros clientes los mejores proyectos con proyección y en donde aportar realmente valor. Formarás parte de un entorno c...",https://worksinit.com/empleos/python/madrid/data-developer-spark-y-python?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,,Worksinit,,,,,https://www.google.com/search?q=jobs&gl=es&hl=es&udm=8#vhid=vt%3D20/docid%3DZwOQJwqKtq8WRXWeAAAAAA%3D%3D&vssid=jobs-detail-viewer,
OeeinUveC-TONxlAAAAAAA==,Software Engineer (Python),Prima,Madrid,Madrid,ES,False,A tiempo completo,,,,,"Are you looking for a new challenge? Fancy helping us shape the future of motor insurance? Prima could be the place for you. Since 2015, we’ve been using our love of data and tech to rethink motor insurance and bring drivers a great experience at a great price. Our story began in Italy, where we’ve quickly become the number one online motor insurance provider. In fact, we’re trusted by over 4 million drivers. And now we’re expanding to help millions more drivers in the UK and Spain. To help fuel...",https://es.linkedin.com/jobs/view/software-engineer-python-at-prima-4077411227?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,,LinkedIn,,,,,https://www.google.com/search?q=jobs&gl=es&hl=es&udm=8#vhid=vt%3D20/docid%3DOeeinUveC-TONxlAAAAAAA%3D%3D&vssid=jobs-detail-viewer,
tI6ZCxiaBDUZeHsjAAAAAA==,Python / IA - Sr Software Engineer (IDP),Inetum,Madrid,Madrid,ES,False,A tiempo completo,,,,,"Mission Como Sr. Software Engineer dentro de nuestro centro de desarrollo de IA, jugarás un papel fundamental en el desarrollo de soluciones de vanguardia utilizando tecnologías Python, Java o .Net. Aprovechando tu experiencia en el desarrollo de Inteligencia Artificial , contribuirás al desarrollo de aplicaciones y plataformas que transforman los negocios y sus empleados Responsabilidades Clave • Desarrollar y evolucionar la plataforma GenAI IDP (Intelligent Document Processing), plataforma de ...",https://es.linkedin.com/jobs/view/python-ia-sr-software-engineer-idp-at-inetum-4164187667?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,,LinkedIn,,,,,https://www.google.com/search?q=jobs&gl=es&hl=es&udm=8#vhid=vt%3D20/docid%3DtI6ZCxiaBDUZeHsjAAAAAA%3D%3D&vssid=jobs-detail-viewer,
qdkieAW5yiyNIrygAAAAAA==,"Python Developer, Madrid España",Fracttal,,Madrid,ES,False,A tiempo completo,,,,,"Conectá el presente con el futuro como Desarrollador / a de Integraciones en Fracttal! Te apasiona la tecnología, el backend y el impacto real en la operación de miles de empresas? Esta es tu oportunidad para unirte a un equipo que está revolucionando el mantenimiento industrial con inteligencia, innovación y propósito. En Fracttal somos mucho más que una tech : somos la fuerza que impulsa la transformación digital del mantenimiento y la gestión de activos a nivel global. Con presencia en España...",https://es.jooble.org/jdp/-6660804305982495960?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,,Jooble,,,,,https://www.google.com/search?q=jobs&gl=es&hl=es&udm=8#vhid=vt%3D20/docid%3DqdkieAW5yiyNIrygAAAAAA%3D%3D&vssid=jobs-detail-viewer,
rqPbKZawJULISstAAAAAAA==,"Programador/a Data (Big Data, Cloud, Scala, Python o Java) indispensable Cert. Discapacidad 33%","Bluetab, an IBM Company",Madrid,Madrid,ES,False,A tiempo completo,,,,,"Bluetab, an IBM Company. certificados ¡Great Place to Work & Best Work to Place! como una de las mejores compañías para trabajar. Una compañía muy techie que nos ha llevado a ser el brazo fuerte de IBM en Data, Cloud, ML & IA y donde, para empresas clave de diversos sectores, ayudamos a acelerar y optimizar estrategias en plataformas de datos y en la nube, sacando al máximo las ventajas de su arquitectura y entornos de desarrollo. Como desarrollador/a en entornos Data/Cloud con Scala, Python o J...",https://es.linkedin.com/jobs/view/programador-a-data-big-data-cloud-scala-python-o-java-indispensable-cert-discapacidad-33%25-at-bluetab-an-ibm-company-4287106784?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,,LinkedIn,,,,,https://www.google.com/search?q=jobs&gl=es&hl=es&udm=8#vhid=vt%3D20/docid%3DrqPbKZawJULISstAAAAAAA%3D%3D&vssid=jobs-detail-viewer,
FswNclcxoFu8NQBEAAAAAA==,PROGRAMADOR/A PHYTON,Imprex,Fuenlabrada,Madrid,ES,False,A tiempo completo,,,,,"Desde Imprex buscamos un Programador/a Python con sólida experiencia en análisis de datos para incorporarse a nuestro equipo de desarrollo, dentro del departamento informático. ¿Qué harías? • Desarrollar y mantener soluciones de análisis de datos usando Python • Realizar mantenimiento preventivo y correctivo de bases de datos • Crear automatizaciones para procesos repetitivos y flujos de trabaj • Gestionar proyectos de análisis de datos y desarrollo desde la concepción hasta la implementación • ...",https://es.linkedin.com/jobs/view/programador-a-phyton-at-imprex-4292742974?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,,LinkedIn,,,,,https://www.google.com/search?q=jobs&gl=es&hl=es&udm=8#vhid=vt%3D20/docid%3DFswNclcxoFu8NQBEAAAAAA%3D%3D&vssid=jobs-detail-viewer,
hsFHgEu_NlFP1D1RAAAAAA==,Programador Python,AERTEC,Getafe,Madrid,ES,False,A tiempo completo,,,,,"Descripción del puesto: Descripción del puesto: Estamos en la búsqueda de una persona con amplios conocimientos en programación y diseño basado en modelos, altamente motivado a embarcarse en nuevos retos. El candidato seleccionado se integrará en un equipo, colaborando en el desarrollo y validación de sistemas mediante herramientas avanzadas de modelado y simulación. Requisitos: • Titulación en Ingeniería Aeronáutica, Electrónica o Telecomunicaciones, muy valorables Física e Ingeniería Informáti...",https://es.linkedin.com/jobs/view/programador-python-at-aertec-4290386547?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,,LinkedIn,,,,,https://www.google.com/search?q=jobs&gl=es&hl=es&udm=8#vhid=vt%3D20/docid%3DhsFHgEu_NlFP1D1RAAAAAA%3D%3D&vssid=jobs-detail-viewer,
fzDZeeu5aEgviaQVAAAAAA==,Python Developer (FinTech) - Madrid o Málaga,Oxigent Technologies,Madrid,Madrid,ES,False,A tiempo completo,,,,,"¿Te interesaría seguir desarrollándote como Python Developer en una empresa internacional del sector FinTech con presencia en más de 25 países del mundo? Desde Oxigent Technologies seleccionamos un/a PROGRAMADOR/A PYTHON para incorporarse al equipo de la compañía, en un entorno colaborativo y participando en proyectos retadores desde sus oficinas de Madrid o Málaga. Tu misión principal será para participar de manera transversal en el desarrollo y optimización del núcleo del sistema financiero pr...",https://es.linkedin.com/jobs/view/python-developer-fintech-madrid-o-m%C3%A1laga-at-oxigent-technologies-4284790155?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,,LinkedIn,,,,,https://www.google.com/search?q=jobs&gl=es&hl=es&udm=8#vhid=vt%3D20/docid%3DfzDZeeu5aEgviaQVAAAAAA%3D%3D&vssid=jobs-detail-viewer,
Ru4dbWy9HYJY8rJ7AAAAAA==,Python / Pyspark Developer,ADEREN,Madrid,Madrid,ES,False,A tiempo completo,,,,,BUSCAMOS : Python / Pyspark Developer Profesional con experiencia contrastada (al menos de 4 a os en desarrollo con Python) desempe ando el role de Python / Pyspark Developer. El proyecto es una Migraci n de la monitorizaci n de AML que se encuentra en SAS AML que hay que migrar a la plataforma AWS y que las alertas generadas se env en al nuevo Case Manager. Funciones & Tareas Desarrollo de aplicaciones basadas en transformaci n de datos a gran escala en Python con ADA o en su defecto haya traba...,https://es.whatjobs.com/gfj/237706023?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,,WhatJobs,,,,,https://www.google.com/search?q=jobs&gl=es&hl=es&udm=8#vhid=vt%3D20/docid%3DRu4dbWy9HYJY8rJ7AAAAAA%3D%3D&vssid=jobs-detail-viewer,
bf3aSxvgfUL8SlbtAAAAAA==,Senior Python Engineer - AI Content Pipelines,RavenPack,Madrid,Madrid,ES,False,A tiempo completo,,,,,"About Us At RavenPack, we are at the forefront of developing the next generation of generative AI tools for the finance industry and beyond. With 20 years of experience as a leading big data analytics provider for financial services, we empower our clients—including some of the world's most successful hedge funds, banks, and asset managers—to enhance returns, reduce risk, and increase efficiency by integrating public information into their models and workflows. Building on this expertise, we are...",https://es.linkedin.com/jobs/view/senior-python-engineer-ai-content-pipelines-at-ravenpack-4279479924?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,,LinkedIn,,,,,https://www.google.com/search?q=jobs&gl=es&hl=es&udm=8#vhid=vt%3D20/docid%3Dbf3aSxvgfUL8SlbtAAAAAA%3D%3D&vssid=jobs-detail-viewer,
vxcVQaPZNbPzeWzCAAAAAA==,Python Developer + Linux & Wintel,Minsait,Madrid,Madrid,ES,False,A tiempo completo,,,,,"Ubicación: Madrid, ES Perfil profesional: Ciberseguridad Experiencia requerida: Más de 2 años de experiencia Modalidad del puesto: Remoto En Minsait Cyber, sabemos que el talento es la clave para impulsar el cambio y construir un futuro digital más seguro. Si estás listo para enfrentarte a nuevos desafíos, crecer profesionalmente y aportar tu experiencia a proyectos que realmente marcan la diferencia, este es el lugar para ti. Únete a nuestro equipo como Python Developer + Linux & Wintel y forma...",https://es.indeed.com/viewjob?jk=b97b96065b9ac729&utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,,Indeed,,,,,https://www.google.com/search?q=jobs&gl=es&hl=es&udm=8#vhid=vt%3D20/docid%3DvxcVQaPZNbPzeWzCAAAAAA%3D%3D&vssid=jobs-detail-viewer,
SVfVBDAsJ_CpIVcTAAAAAA==,Data Engineer - Informatica PowerCenter & Python,Atradius,Madrid,Madrid,ES,False,A tiempo completo,,,,,"Atradius The Atradius Group provides trade credit insurance, surety and collections services worldwide, and has a presence through 160 offices in 52 countries. The products offered by Atradius protect companies around the world against the default risks associated with selling goods and services on credit. At Atradius, we believe in personal development and the Growth Mindset. Our Culture is based on teamwork, reliable accountability, constantly improving and unrivalled service. Read on more on ...",https://es.linkedin.com/jobs/view/data-engineer-informatica-powercenter-python-at-atradius-4294449403?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,,LinkedIn,,,,,https://www.google.com/search?q=jobs&gl=es&hl=es&udm=8#vhid=vt%3D20/docid%3DSVfVBDAsJ_CpIVcTAAAAAA%3D%3D&vssid=jobs-detail-viewer,
NFYuzIhlX4nyH0B4AAAAAA==,Backend Software Engineer Python,Client Server,Humanes de Madrid,Madrid,ES,False,A tiempo completo,,,,,"Backend Software Engineer / Developer (Python FastAPI AI) Madrid / WFH to €95,000 Are you a data centric backend focussed Software Engineering technologist? You could be progressing your career at a ""Tech for Good"" start-up that is using AI models to help people focus on healthy living to extend their life, making personalised health risk assessments and connecting people with specialist clinicians. As a Backend Software Engineer you will design and develop Python, FastAPIs, data pipelines and b...",https://es.linkedin.com/jobs/view/backend-software-engineer-python-at-client-server-4294984274?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,,LinkedIn,,,,,https://www.google.com/search?q=jobs&gl=es&hl=es&udm=8#vhid=vt%3D20/docid%3DNFYuzIhlX4nyH0B4AAAAAA%3D%3D&vssid=jobs-detail-viewer,
6JE1L1bcplsK_C-YAAAAAA==,Data Engineer - PySpark/Python,KPMG,Madrid,Madrid,ES,False,A tiempo completo,,,,,"Buscamos un/a Programador/a Senior especializado/a en PySpark/Python con experiencia en programación orientada a objetos para incorporarse a la Oficina del Dato de nuestra organización. Serás parte de un equipo estratégico encargado de transformar y optimizar la gestión de datos a gran escala, apoyando la toma de decisiones clave en la compañía. ¿Qué podrás hacer? - Diseño, desarrollo y optimización de soluciones utilizando PySpark/Spark /Python - Implementación de procesos ETL/ELT y pipelines d...",https://carreras.kpmg.es/job/Madrid-Data-Engineer-PySparkPython-28046/1205598701/?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,,Carreras KPMG,,,,,https://www.google.com/search?q=jobs&gl=es&hl=es&udm=8#vhid=vt%3D20/docid%3D6JE1L1bcplsK_C-YAAAAAA%3D%3D&vssid=jobs-detail-viewer,
0D4ZCojJXOVrXxeMAAAAAA==,Software Engineer. Java y Python,Teldat,Tres Cantos,Madrid,ES,False,A tiempo completo,,,,,"En Teldat, empresa española líder en tecnología, dedicada al diseño y desarrollo de equipos y soluciones innovadoras de conectividad empresarial, estamos ampliando nuestro equipo. Buscamos un/a desarrollador Fullstack con pasión por la tecnología para unirse a nuestro equipo de desarrollo del servicio de gestión global. Trabajarás en un sistema clave para la gestión masiva de dispositivos y la configuración de tecnología de red Teldat, caracterizado por su alta disponibilidad, el uso de tecnolog...",https://es.linkedin.com/jobs/view/software-engineer-java-y-python-at-teldat-4271400405?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,,LinkedIn,,,,,https://www.google.com/search?q=jobs&gl=es&hl=es&udm=8#vhid=vt%3D20/docid%3D0D4ZCojJXOVrXxeMAAAAAA%3D%3D&vssid=jobs-detail-viewer,
6oPFg2RmiTaAY4e3AAAAAA==,Ingeniero/a EGSE (LabVIEW Python),GMV,Madrid,Madrid,ES,False,A tiempo completo,,,,,Buscas un sitio innovador y consolidado en el que desarrollarte profesionalmente En GMV tienes tu oportunidad perfectaEstamos ampliando nuestros equipos en elsector Aeroespacialpara asumir proyectos dentro de la división deAviónica y Equipamiento Espacialen nuestra oficina de Madrid contribuyendo al desarrollo de proyectos y productos con una fuerte contribución a lasactividades de I+D.Nos gusta ir al grano te vamos a contar lo que no está en la red. Si quieres saber más sobre nosotros accede a ...,https://www.tecnoempleo.com/ingeniero-egse-labview-python-gmv/c-c/rf-be0f1a72127793447543?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,,Tecnoempleo,,,,,https://www.google.com/search?q=jobs&gl=es&hl=es&udm=8#vhid=vt%3D20/docid%3D6oPFg2RmiTaAY4e3AAAAAA%3D%3D&vssid=jobs-detail-viewer,
wQk6KHDs_NNRrZZ2AAAAAA==,Desarrollador/a FullStack (Python + Vue.js) Madrid - Completamente remoto,Tecdata,Madrid,Madrid,ES,False,A tiempo completo,,,,,"Responsabilidades. Desarrollo de aplicaciones FullStack con Python (backend) y Vue.js (frontend). Colaboración con el equipo en la definición e implementación de nuevas funcionalidades. Mantenimiento, optimización y mejora continua de las aplicaciones existentes. Aplicación de buenas prácticas de desarrollo y control de calidad del código. Requisitos. Experiencia mínima de 1 a 2 años en desarrollo FullStack. Python para backend. Vue.js para frontend. Conocimientos de bases de datos relacionales ...",https://www.trabajas.es/oferta/desarrollador-a-fullstack-python--vuejs-madrid-completamente-remoto-5be68cbc181359f/?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,,Trabajas.es - Ofertas De Trabajo,,,,,https://www.google.com/search?q=jobs&gl=es&hl=es&udm=8#vhid=vt%3D20/docid%3DwQk6KHDs_NNRrZZ2AAAAAA%3D%3D&vssid=jobs-detail-viewer,
NpipP_hInK9D5IJTAAAAAA==,Desarrollador/a de Sotware C y Python,Capgemini Engineering,Getafe,Madrid,ES,False,A tiempo completo,,,,,"Desarrollador/a de Software C y Python Capgemini Engineering, lider mundial en servicios de ingenieria, reune equipos de ingenieros/as, cientificos/as y arquitectos/as para ayudar a las empresas mas innovadoras del mundo a liberar su potencial y contribuir a un futuro mejor. Desde coches autonomos hasta robots que salvan vidas, nuestros/as expertos/as en tecnologias digitales y software se salen de lo convencional proporcionando servicios unicos de I+D e ingenieria en todos los sectores de activ...",https://es.linkedin.com/jobs/view/desarrollador-a-de-sotware-c-y-python-at-capgemini-engineering-4277805668?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,,LinkedIn,,,,,https://www.google.com/search?q=jobs&gl=es&hl=es&udm=8#vhid=vt%3D20/docid%3DNpipP_hInK9D5IJTAAAAAA%3D%3D&vssid=jobs-detail-viewer,
EPlqNRd4xXOJ7MvfAAAAAA==,Data Engineer Python | 100% teletrabajo,Hasten group,Madrid,Madrid,ES,False,A tiempo completo,,,,,"Localidad madrid Nº Vacantes (puestos): 1 Funciones: En Grupo Hasten estamos seleccionando un/a Data Engineer Python con al menos 3 años de experiencia trabajando con Oracle Golden Gate para unirse a uno de nuestros clientes en modalidad 100% teletrabajo. Requisitos: – Experiencia trabajando con Oracle Golden Gate. – Experiencia avanzada con SQL. – Experiencia demostrable en administración de sistemas Linux/Unix. – Experiencia en scripting: Bash Linux, PowerShell o Python para automatización de ...",https://es.indeed.com/viewjob?jk=33b1ae48b960600c&utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,,Indeed,,,,,https://www.google.com/search?q=jobs&gl=es&hl=es&udm=8#vhid=vt%3D20/docid%3DEPlqNRd4xXOJ7MvfAAAAAA%3D%3D&vssid=jobs-detail-viewer,
gpmYOjEu_8QwT-k1AAAAAA==,Senior Full-Stack Engineer (Python),RavenPack,Madrid,Madrid,ES,False,A tiempo completo,,,,,"About Us At RavenPack, we are at the forefront of developing the next generation of generative AI tools for the finance industry and beyond. With 20 years of experience as a leading big data analytics provider for financial services, we empower our clients—including some of the world's most successful hedge funds, banks, and asset managers—to enhance returns, reduce risk, and increase efficiency by integrating public information into their models and workflows. Building on this expertise, we are...",https://es.linkedin.com/jobs/view/senior-full-stack-engineer-python-at-ravenpack-4264442587?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,,LinkedIn,,,,,https://www.google.com/search?q=jobs&gl=es&hl=es&udm=8#vhid=vt%3D20/docid%3DgpmYOjEu_8QwT-k1AAAAAA%3D%3D&vssid=jobs-detail-viewer,
